Geographic Area Name (NAME),"Area (Land, in square meters) (AREALAND)","Area (Water, in square meters) (AREAWATR)","Area (Land, in square miles) (AREALAND_SQMI)","Area (Water, in square miles) (AREAWATR_SQMI)",Latitude,Longitude
Census Tract 4001; Alameda County; California,"6,945,856",0,2.682,0,37.8676563,−122.2318813
Census Tract 4002; Alameda County; California,"586,560",0,0.226,0,37.8481378,−122.2495916
Census Tract 4003; Alameda County; California,"1,110,840",0,0.429,0,37.8405841,−122.2544782
Census Tract 4004; Alameda County; California,"716,138",0,0.277,0,37.848284,−122.2574447
Census Tract 4005; Alameda County; California,"591,424",0,0.228,0,37.8485452,−122.2647353
Census Tract 4006; Alameda County; California,"297,856",0,0.115,0,37.8419909,−122.2648882
Census Tract 4007; Alameda County; California,"865,141",0,0.334,0,37.8417014,−122.2722628
Census Tract 4008; Alameda County; California,"725,817",0,0.28,0,37.8454176,−122.2832338
Census Tract 4009; Alameda County; California,"408,342",0,0.158,0,37.839413,−122.2802550
Census Tract 4010; Alameda County; California,"1,149,000",0,0.444,0,37.8312043,−122.2718866
Census Tract 4011; Alameda County; California,"873,332",0,0.337,0,37.8304839,−122.2638399
Census Tract 4012; Alameda County; California,"663,620",0,0.256,0,37.8306009,−122.2579159
Census Tract 4013; Alameda County; California,"861,889",0,0.333,0,37.8181386,−122.2667055
Census Tract 4014; Alameda County; California,"754,768",0,0.291,0,37.8207423,−122.2734090
Census Tract 4015; Alameda County; California,"467,741",0,0.181,0,37.8229286,−122.2806336
Census Tract 4016; Alameda County; California,"636,136",0,0.246,0,37.8173713,−122.2814822
Census Tract 4017; Alameda County; California,"5,751,456","5,771,096",2.221,2.228,37.8211635,−122.3187951
Census Tract 4018; Alameda County; California,"301,016",0,0.116,0,37.8095098,−122.2982554
Census Tract 4022; Alameda County; California,"715,808",0,0.276,0,37.8063266,−122.2962183
Census Tract 4024; Alameda County; California,"337,011",0,0.13,0,37.8120305,−122.2824576
Census Tract 4025; Alameda County; California,"365,454",0,0.141,0,37.8057305,−122.2847803
Census Tract 4026; Alameda County; California,"318,842",0,0.123,0,37.80427,−122.2799551
Census Tract 4027; Alameda County; California,"387,217",0,0.15,0,37.8103325,−122.2770981
Census Tract 4028.01; Alameda County; California,"291,472",0,0.113,0,37.8095483,−122.2707403
Census Tract 4028.02; Alameda County; California,"118,446",0,0.046,0,37.8070174,−122.2735577
Census Tract 4029; Alameda County; California,"407,131",0,0.157,0,37.8071852,−122.2667035
Census Tract 4030; Alameda County; California,"352,394",0,0.136,0,37.8004341,−122.2707274
Census Tract 4031; Alameda County; California,"346,852",0,0.134,0,37.8022741,−122.2755012
Census Tract 4033.01; Alameda County; California,"196,598",0,0.076,0,37.7981065,−122.2669550
Census Tract 4033.02; Alameda County; California,"719,239","104,126",0.278,0.04,37.7937603,−122.2667344
Census Tract 4034.01; Alameda County; California,"549,686","602,434",0.212,0.233,37.8092493,−122.2597833
Census Tract 4034.02; Alameda County; California,"99,215",0,0.038,0,37.8024095,−122.2651075
Census Tract 4035.01; Alameda County; California,"669,873",0,0.259,0,37.8177398,−122.2600504
Census Tract 4035.02; Alameda County; California,"181,133",0,0.07,0,37.8159444,−122.2569636
Census Tract 4036; Alameda County; California,"392,820",0,0.152,0,37.8135239,−122.2534812
Census Tract 4037.01; Alameda County; California,"173,946",0,0.067,0,37.8112134,−122.2586656
Census Tract 4037.02; Alameda County; California,"199,100",0,0.077,0,37.8094979,−122.2520933
Census Tract 4038; Alameda County; California,"652,668",0,0.252,0,37.8148236,−122.2416662
Census Tract 4039; Alameda County; California,"493,100",0,0.19,0,37.8171784,−122.2487713
Census Tract 4040; Alameda County; California,"366,986",0,0.142,0,37.8233126,−122.2536627
Census Tract 4041.01; Alameda County; California,"569,281",0,0.22,0,37.8300877,−122.2498696
Census Tract 4041.02; Alameda County; California,"230,172",0,0.089,0,37.8260219,−122.2510667
Census Tract 4042; Alameda County; California,"2,728,225",0,1.053,0,37.8361052,−122.2344831
Census Tract 4043; Alameda County; California,"1,817,027","37,495",0.702,0.014,37.844821,−122.2385523
Census Tract 4044; Alameda County; California,"4,152,683",0,1.603,0,37.8462275,−122.2149841
Census Tract 4045.01; Alameda County; California,"1,079,143","5,141",0.417,0.002,37.8271275,−122.2171515
Census Tract 4045.02; Alameda County; California,"3,079,867",0,1.189,0,37.8346277,−122.2024752
Census Tract 4046; Alameda County; California,"4,877,912",0,1.883,0,37.8199301,−122.1912387
Census Tract 4047; Alameda County; California,"1,195,709",0,0.462,0,37.8133308,−122.2069747
Census Tract 4048; Alameda County; California,"628,406",0,0.243,0,37.8055076,−122.2131962
Census Tract 4049; Alameda County; California,"1,011,184",0,0.39,0,37.8041422,−122.2215059
Census Tract 4050; Alameda County; California,"800,678",0,0.309,0,37.8120851,−122.2190899
Census Tract 4051; Alameda County; California,"1,256,520",0,0.485,0,37.811425,−122.2322366
Census Tract 4052; Alameda County; California,"857,818",0,0.331,0,37.8052759,−122.2433884
Census Tract 4053.01; Alameda County; California,"227,753",0,0.088,0,37.8020757,−122.2513558
Census Tract 4053.02; Alameda County; California,"205,566",0,0.079,0,37.7985075,−122.2543138
Census Tract 4054.01; Alameda County; California,"313,930",0,0.121,0,37.7965384,−122.2494562
Census Tract 4054.02; Alameda County; California,"285,369",0,0.11,0,37.7933319,−122.2461006
Census Tract 4055; Alameda County; California,"411,721",0,0.159,0,37.7982821,−122.2432790
Census Tract 4056; Alameda County; California,"428,774",0,0.166,0,37.8008019,−122.2372726
Census Tract 4057; Alameda County; California,"546,860",0,0.211,0,37.7982307,−122.2296737
Census Tract 4058; Alameda County; California,"519,053",0,0.2,0,37.7939452,−122.2330985
Census Tract 4059.01; Alameda County; California,"452,598",0,0.175,0,37.7877859,−122.2357701
Census Tract 4059.02; Alameda County; California,"487,280",0,0.188,0,37.7909447,−122.2409530
Census Tract 4060; Alameda County; California,"2,113,649","525,188",0.816,0.203,37.79237,−122.2603108
Census Tract 4061; Alameda County; California,"1,844,041","74,875",0.712,0.029,37.7741755,−122.2275801
Census Tract 4062.01; Alameda County; California,"408,064",0,0.158,0,37.7850449,−122.2307359
Census Tract 4062.02; Alameda County; California,"392,183",0,0.151,0,37.7819786,−122.2265557
Census Tract 4063; Alameda County; California,"485,715",0,0.188,0,37.789288,−122.2250127
Census Tract 4064; Alameda County; California,"487,977","77,536",0.188,0.03,37.7986398,−122.2220610
Census Tract 4065; Alameda County; California,"745,016",0,0.288,0,37.7880811,−122.2169865
Census Tract 4066.01; Alameda County; California,"747,403",0,0.289,0,37.7936093,−122.2079606
Census Tract 4066.02; Alameda County; California,"414,724",0,0.16,0,37.7964782,−122.2143072
Census Tract 4067; Alameda County; California,"1,683,727",0,0.65,0,37.8033164,−122.2022249
Census Tract 4068; Alameda County; California,"912,527",0,0.352,0,37.7978944,−122.1949575
Census Tract 4069; Alameda County; California,"873,127",0,0.337,0,37.7932754,−122.1903789
Census Tract 4070; Alameda County; California,"862,936",0,0.333,0,37.7879458,−122.2024901
Census Tract 4071.01; Alameda County; California,"370,826",0,0.143,0,37.7831286,−122.2143965
Census Tract 4071.02; Alameda County; California,"660,864",0,0.255,0,37.7807761,−122.2102384
Census Tract 4072; Alameda County; California,"715,073",0,0.276,0,37.7777848,−122.2192819
Census Tract 4073; Alameda County; California,"2,370,917","209,253",0.915,0.081,37.7621786,−122.2109235
Census Tract 4074; Alameda County; California,"511,491",0,0.197,0,37.7710407,−122.2067479
Census Tract 4075; Alameda County; California,"494,502",0,0.191,0,37.769515,−122.1976093
Census Tract 4076; Alameda County; California,"1,022,710",0,0.395,0,37.7775293,−122.2031992
Census Tract 4077; Alameda County; California,"914,283",0,0.353,0,37.7765251,−122.1932278
Census Tract 4078; Alameda County; California,"1,221,764",0,0.472,0,37.7817468,−122.1868539
Census Tract 4079; Alameda County; California,"1,099,098",0,0.424,0,37.7884273,−122.1847831
Census Tract 4080; Alameda County; California,"1,955,276",0,0.755,0,37.8029603,−122.1828718
Census Tract 4081; Alameda County; California,"8,937,288",0,3.451,0,37.7854008,−122.1572103
Census Tract 4082; Alameda County; California,"901,140",0,0.348,0,37.775104,−122.1755739
Census Tract 4083; Alameda County; California,"1,538,489",0,0.594,0,37.7711951,−122.1646018
Census Tract 4084; Alameda County; California,"542,834",0,0.21,0,37.7646042,−122.1709592
Census Tract 4085; Alameda County; California,"831,360",0,0.321,0,37.7604176,−122.1785112
Census Tract 4086; Alameda County; California,"1,059,985",0,0.409,0,37.7661938,−122.1822982
Census Tract 4087; Alameda County; California,"1,133,375",0,0.438,0,37.7688645,−122.1889326
Census Tract 4088; Alameda County; California,"1,179,466",0,0.455,0,37.758918,−122.1969979
Census Tract 4089; Alameda County; California,"827,293",0,0.319,0,37.7541581,−122.1889463
Census Tract 4090; Alameda County; California,"16,913,369","4,389,421",6.53,1.695,37.7299594,−122.2164979
Census Tract 4091; Alameda County; California,"490,550",0,0.189,0,37.7323419,−122.1834828
Census Tract 4092; Alameda County; California,"706,471",0,0.273,0,37.7291306,−122.1778427
Census Tract 4093; Alameda County; California,"1,076,042",0,0.415,0,37.7378474,−122.1733603
Census Tract 4094; Alameda County; California,"1,253,618",0,0.484,0,37.744613,−122.1803623
Census Tract 4095; Alameda County; California,"836,611",0,0.323,0,37.7504463,−122.1837659
Census Tract 4096; Alameda County; California,"747,478",0,0.289,0,37.7532669,−122.1726197
Census Tract 4097; Alameda County; California,"810,928",0,0.313,0,37.7564185,−122.1658933
Census Tract 4098; Alameda County; California,"1,790,048",0,0.691,0,37.7603601,−122.1557634
Census Tract 4099; Alameda County; California,"4,315,219",0,1.666,0,37.7620318,−122.1358942
Census Tract 4100; Alameda County; California,"6,550,967","145,283",2.529,0.056,37.744794,−122.1335017
Census Tract 4101; Alameda County; California,"808,994",0,0.312,0,37.7477424,−122.1533513
Census Tract 4102; Alameda County; California,"585,837",0,0.226,0,37.7453063,−122.1571742
Census Tract 4103; Alameda County; California,"578,329",0,0.223,0,37.7466798,−122.1661407
Census Tract 4104; Alameda County; California,"706,611",0,0.273,0,37.7408161,−122.1621741
Census Tract 4105; Alameda County; California,"716,693",0,0.277,0,37.8100772,−122.2889321
Census Tract 4201; Alameda County; California,"562,477",0,0.217,0,37.8946938,−122.2909385
Census Tract 4202; Alameda County; California,"449,142",0,0.173,0,37.8944075,−122.2974489
Census Tract 4203.01; Alameda County; California,"415,655",0,0.16,0,37.8947347,−122.3047951
Census Tract 4203.02; Alameda County; California,"870,122","1,109,281",0.336,0.428,37.8906499,−122.3181164
Census Tract 4204.01; Alameda County; California,"200,056",0,0.077,0,37.8848762,−122.2997917
Census Tract 4204.02; Alameda County; California,"920,050","1,632,801",0.355,0.63,37.886211,−122.3141636
Census Tract 4205; Alameda County; California,"420,968",0,0.163,0,37.8866878,−122.2949826
Census Tract 4206; Alameda County; California,"797,566",0,0.308,0,37.8869937,−122.2870443
Census Tract 4211; Alameda County; California,"745,511",0,0.288,0,37.899434,−122.2661928
Census Tract 4212; Alameda County; California,"1,314,935","2,266",0.508,0.001,37.8963668,−122.2746996
Census Tract 4213; Alameda County; California,"1,084,032",0,0.419,0,37.8910377,−122.2812606
Census Tract 4214; Alameda County; California,"474,778",0,0.183,0,37.8883409,−122.2709220
Census Tract 4215; Alameda County; California,"1,580,941",0,0.61,0,37.8917124,−122.2594986
Census Tract 4216; Alameda County; California,"1,324,489",0,0.511,0,37.8839086,−122.2560313
Census Tract 4217; Alameda County; California,"573,819",0,0.222,0,37.8819398,−122.2701842
Census Tract 4218; Alameda County; California,"528,482",0,0.204,0,37.8802854,−122.2782006
Census Tract 4219; Alameda County; California,"845,060",0,0.326,0,37.8794472,−122.2896362
Census Tract 4220; Alameda County; California,"4,504,647","5,864,364",1.739,2.264,37.8592091,−122.3016412
Census Tract 4221; Alameda County; California,"551,942",0,0.213,0,37.8733067,−122.2965336
Census Tract 4222; Alameda County; California,"675,011",0,0.261,0,37.8728828,−122.2878171
Census Tract 4223; Alameda County; California,"560,048",0,0.216,0,37.8740722,−122.2779151
Census Tract 4224; Alameda County; California,"475,566",0,0.184,0,37.8752396,−122.2695878
Census Tract 4225; Alameda County; California,"465,527",0,0.18,0,37.8773391,−122.2602611
Census Tract 4227; Alameda County; California,"346,821",0,0.134,0,37.8679151,−122.2495095
Census Tract 4228; Alameda County; California,"408,571",0,0.158,0,37.8667875,−122.2599790
Census Tract 4229.01; Alameda County; California,"158,830",0,0.061,0,37.8657427,−122.2678632
Census Tract 4229.02; Alameda County; California,"385,452",0,0.149,0,37.8687746,−122.2698172
Census Tract 4230; Alameda County; California,"730,083",0,0.282,0,37.8668441,−122.2771352
Census Tract 4231; Alameda County; California,"748,653",0,0.289,0,37.865807,−122.2863197
Census Tract 4232; Alameda County; California,"456,778",0,0.176,0,37.8645164,−122.2936857
Census Tract 4233; Alameda County; California,"726,625",0,0.281,0,37.8573281,−122.2842016
Census Tract 4234; Alameda County; California,"755,441",0,0.292,0,37.8583735,−122.2758840
Census Tract 4235; Alameda County; California,"635,744",0,0.245,0,37.8593612,−122.2680480
Census Tract 4236.01; Alameda County; California,"523,435",0,0.202,0,37.8588898,−122.2587190
Census Tract 4236.02; Alameda County; California,"404,545",0,0.156,0,37.8631828,−122.2592684
Census Tract 4237; Alameda County; California,"728,688",0,0.281,0,37.8618284,−122.2490093
Census Tract 4238; Alameda County; California,"1,084,723",0,0.419,0,37.8547209,−122.2441397
Census Tract 4239.01; Alameda County; California,"394,492",0,0.152,0,37.852246,−122.2675640
Census Tract 4239.02; Alameda County; California,"294,981",0,0.114,0,37.8548712,−122.2576020
Census Tract 4240.01; Alameda County; California,"507,530",0,0.196,0,37.8503694,−122.2746228
Census Tract 4240.02; Alameda County; California,"326,768",0,0.126,0,37.8504772,−122.2815310
Census Tract 4251.01; Alameda County; California,"598,450","2,087,491",0.231,0.806,37.8382532,−122.3054128
Census Tract 4251.02; Alameda County; California,"735,810",0,0.284,0,37.8398785,−122.2946351
Census Tract 4251.03; Alameda County; California,"876,085",0,0.338,0,37.8425607,−122.2898163
Census Tract 4251.04; Alameda County; California,"1,087,240",0,0.42,0,37.8326584,−122.2833245
Census Tract 4261; Alameda County; California,"3,047,861",0,1.177,0,37.8216083,−122.2252725
Census Tract 4262; Alameda County; California,"1,358,213",0,0.524,0,37.8246262,−122.2406411
Census Tract 4271; Alameda County; California,"1,025,446","168,200",0.396,0.065,37.764909,−122.2299614
Census Tract 4272; Alameda County; California,"1,329,667","625,070",0.513,0.241,37.780827,−122.2482550
Census Tract 4273; Alameda County; California,"1,950,569","821,461",0.753,0.317,37.7810489,−122.2662775
Census Tract 4276; Alameda County; California,"582,864",0,0.225,0,37.7778323,−122.2835979
Census Tract 4277; Alameda County; California,"999,701","708,894",0.386,0.274,37.7681553,−122.2868948
Census Tract 4278; Alameda County; California,"831,152",0,0.321,0,37.7714922,−122.2690581
Census Tract 4279; Alameda County; California,"825,214",0,0.319,0,37.7698045,−122.2582454
Census Tract 4280; Alameda County; California,"525,761",0,0.203,0,37.7666414,−122.2475404
Census Tract 4281; Alameda County; California,"994,804","38,328",0.384,0.015,37.7589136,−122.2346068
Census Tract 4282; Alameda County; California,"1,362,067","804,742",0.526,0.311,37.7533497,−122.2396803
Census Tract 4283.01; Alameda County; California,"4,300,902","1,597,298",1.661,0.617,37.7344929,−122.2414385
Census Tract 4283.02; Alameda County; California,"2,231,409","474,770",0.862,0.183,37.7439709,−122.2497790
Census Tract 4284; Alameda County; California,"810,521","1,168,052",0.313,0.451,37.7564138,−122.2559068
Census Tract 4285; Alameda County; California,"624,197","383,522",0.241,0.148,37.7601324,−122.2593887
Census Tract 4286; Alameda County; California,"898,967","1,080,420",0.347,0.417,37.766273,−122.2738461
Census Tract 4287; Alameda County; California,"7,640,768","4,458,410",2.95,1.721,37.7817406,−122.3026484
Census Tract 4301.01; Alameda County; California,"25,683,484",0,9.916,0,37.7272887,−122.0150232
Census Tract 4301.02; Alameda County; California,"77,663,212","3,506,442",29.986,1.354,37.7674981,−122.0500120
Census Tract 4302; Alameda County; California,"5,334,087",0,2.06,0,37.7216585,−122.0615699
Census Tract 4303; Alameda County; California,"2,551,932","9,638",0.985,0.004,37.7172764,−122.0819576
Census Tract 4304; Alameda County; California,"2,433,270","481,854",0.939,0.186,37.7212084,−122.1010957
Census Tract 4305; Alameda County; California,"2,607,359",0,1.007,0,37.7049262,−122.1091621
Census Tract 4306; Alameda County; California,"2,261,413",0,0.873,0,37.7041757,−122.0969638
Census Tract 4307; Alameda County; California,"1,322,603",0,0.511,0,37.7060948,−122.0822254
Census Tract 4308; Alameda County; California,"1,801,249",0,0.695,0,37.6992109,−122.0650346
Census Tract 4309; Alameda County; California,"1,096,550",0,0.423,0,37.6982784,−122.0828322
Census Tract 4310; Alameda County; California,"954,210",0,0.368,0,37.6929313,−122.0784573
Census Tract 4311; Alameda County; California,"984,303",0,0.38,0,37.6881137,−122.0672905
Census Tract 4312; Alameda County; California,"2,025,757","26,007",0.782,0.01,37.6871184,−122.0834504
Census Tract 4321; Alameda County; California,"1,105,772",0,0.427,0,37.7360495,−122.1466048
Census Tract 4322; Alameda County; California,"1,023,815",0,0.395,0,37.7330544,−122.1562452
Census Tract 4323; Alameda County; California,"1,044,920",0,0.403,0,37.7308763,−122.1656514
Census Tract 4324; Alameda County; California,"6,442,759","1,843,213",2.488,0.712,37.7085402,−122.1858996
Census Tract 4325.01; Alameda County; California,"1,365,205",0,0.527,0,37.7167215,−122.1661682
Census Tract 4325.02; Alameda County; California,"823,638",0,0.318,0,37.7234991,−122.1735223
Census Tract 4326.01; Alameda County; California,"1,060,237",0,0.409,0,37.7215214,−122.1576682
Census Tract 4326.02; Alameda County; California,"613,212",0,0.237,0,37.7247163,−122.1508066
Census Tract 4327; Alameda County; California,"828,635",0,0.32,0,37.7270704,−122.1428436
Census Tract 4328; Alameda County; California,"3,877,193",0,1.497,0,37.7212465,−122.1238270
Census Tract 4330; Alameda County; California,"1,316,548",0,0.508,0,37.7159042,−122.1354894
Census Tract 4331.02; Alameda County; California,"1,504,293",0,0.581,0,37.7020462,−122.1331241
Census Tract 4331.03; Alameda County; California,"693,343",0,0.268,0,37.7093385,−122.1390414
Census Tract 4331.04; Alameda County; California,"1,053,445",0,0.407,0,37.7142641,−122.1469937
Census Tract 4332; Alameda County; California,"3,173,333",0,1.225,0,37.7017249,−122.1470315
Census Tract 4333; Alameda County; California,"2,520,122",0,0.973,0,37.6985123,−122.1575782
Census Tract 4334; Alameda County; California,"5,417,052","3,744,232",2.092,1.446,37.6862098,−122.1772459
Census Tract 4335; Alameda County; California,"1,234,041",0,0.476,0,37.6845055,−122.1553170
Census Tract 4336; Alameda County; California,"1,581,524",0,0.611,0,37.6860856,−122.1437723
Census Tract 4337; Alameda County; California,"1,284,676",0,0.496,0,37.6876466,−122.1145204
Census Tract 4338.01; Alameda County; California,"600,344",0,0.232,0,37.7049461,−122.1226567
Census Tract 4338.02; Alameda County; California,"934,044",0,0.361,0,37.6948314,−122.1238940
Census Tract 4339; Alameda County; California,"816,590",0,0.315,0,37.6992655,−122.1135392
Census Tract 4340; Alameda County; California,"1,217,965",0,0.47,0,37.692345,−122.1102056
Census Tract 4351.02; Alameda County; California,"4,174,115",0,1.612,0,37.655131,−122.0456272
Census Tract 4351.03; Alameda County; California,"51,789,791",0,19.996,0,37.6516747,−121.9827815
Census Tract 4351.04; Alameda County; California,"7,240,654",0,2.796,0,37.6385144,−122.0388422
Census Tract 4352; Alameda County; California,"2,256,370","61,592",0.871,0.024,37.6880455,−122.0490826
Census Tract 4353; Alameda County; California,"1,285,132",0,0.496,0,37.6807762,−122.0646561
Census Tract 4354; Alameda County; California,"1,325,172",0,0.512,0,37.6739167,−122.0831700
Census Tract 4355; Alameda County; California,"1,012,334",0,0.391,0,37.6809369,−122.0933300
Census Tract 4356.01; Alameda County; California,"946,094",0,0.365,0,37.6746707,−122.1022676
Census Tract 4356.02; Alameda County; California,"1,143,135",0,0.441,0,37.6819299,−122.1070000
Census Tract 4357; Alameda County; California,"1,330,957",0,0.514,0,37.6786744,−122.1161142
Census Tract 4358; Alameda County; California,"1,310,022",0,0.506,0,37.6793903,−122.1296211
Census Tract 4359; Alameda County; California,"2,413,826","53,278",0.932,0.021,37.6724681,−122.1473050
Census Tract 4360; Alameda County; California,"1,345,104",0,0.519,0,37.6690407,−122.1375296
Census Tract 4361; Alameda County; California,"1,261,383",0,0.487,0,37.6717496,−122.1236242
Census Tract 4362; Alameda County; California,"644,516",0,0.249,0,37.6685047,−122.1121200
Census Tract 4363.01; Alameda County; California,"1,057,644",0,0.408,0,37.6678078,−122.0945904
Census Tract 4363.02; Alameda County; California,"773,495",0,0.299,0,37.6641766,−122.0877950
Census Tract 4364.02; Alameda County; California,"4,269,293",0,1.648,0,37.6668235,−122.0404127
Census Tract 4364.03; Alameda County; California,"1,585,686",0,0.612,0,37.669152,−122.0708563
Census Tract 4364.04; Alameda County; California,"1,573,797",0,0.608,0,37.6737239,−122.0592192
Census Tract 4365; Alameda County; California,"1,969,166",0,0.76,0,37.6586484,−122.0688949
Census Tract 4366.01; Alameda County; California,"1,083,579",0,0.418,0,37.6567776,−122.0788946
Census Tract 4366.02; Alameda County; California,"894,284",0,0.345,0,37.6518201,−122.0851944
Census Tract 4367; Alameda County; California,"798,269",0,0.308,0,37.6619708,−122.1005195
Census Tract 4368; Alameda County; California,"1,025,366",0,0.396,0,37.6535732,−122.0944503
Census Tract 4369; Alameda County; California,"1,207,092",0,0.466,0,37.6603504,−122.1097205
Census Tract 4370; Alameda County; California,"1,597,254",0,0.617,0,37.647144,−122.1015751
Census Tract 4371.01; Alameda County; California,"49,264,545","7,210,036",19.021,2.784,37.6059048,−122.1268730
Census Tract 4371.02; Alameda County; California,"870,005",0,0.336,0,37.6298655,−122.1002746
Census Tract 4372; Alameda County; California,"2,554,603",0,0.986,0,37.6431726,−122.1115983
Census Tract 4373; Alameda County; California,"1,027,863",0,0.397,0,37.6362157,−122.0929895
Census Tract 4374; Alameda County; California,"858,407",0,0.331,0,37.6428175,−122.0876396
Census Tract 4375; Alameda County; California,"633,556",0,0.245,0,37.6440336,−122.0793901
Census Tract 4376; Alameda County; California,"818,977",0,0.316,0,37.6353602,−122.0804834
Census Tract 4377.01; Alameda County; California,"484,105",0,0.187,0,37.6348665,−122.0697491
Census Tract 4377.02; Alameda County; California,"371,488",0,0.143,0,37.638444,−122.0734492
Census Tract 4378; Alameda County; California,"1,275,626",0,0.493,0,37.6431437,−122.0686970
Census Tract 4379; Alameda County; California,"674,755",0,0.261,0,37.6428283,−122.0613135
Census Tract 4380; Alameda County; California,"2,432,817",0,0.939,0,37.6190827,−122.0284675
Census Tract 4381; Alameda County; California,"2,001,857",0,0.773,0,37.6181753,−122.0389678
Census Tract 4382.01; Alameda County; California,"983,499",0,0.38,0,37.6262681,−122.0764388
Census Tract 4382.03; Alameda County; California,"5,255,991",0,2.029,0,37.6156286,−122.0575298
Census Tract 4382.04; Alameda County; California,"1,489,858",0,0.575,0,37.6270595,−122.0596257
Census Tract 4383; Alameda County; California,"855,994",0,0.331,0,37.6282241,−122.0885230
Census Tract 4384; Alameda County; California,"1,723,691",0,0.666,0,37.6184511,−122.0826040
Census Tract 4401; Alameda County; California,"27,383,597",0,10.573,0,37.6164242,−121.9814908
Census Tract 4402; Alameda County; California,"1,160,876",0,0.448,0,37.6003622,−122.0225189
Census Tract 4403.01; Alameda County; California,"4,329,373",0,1.672,0,37.6012643,−122.0427413
Census Tract 4403.04; Alameda County; California,"977,965",0,0.378,0,37.5868721,−122.0766157
Census Tract 4403.05; Alameda County; California,"929,238",0,0.359,0,37.5773823,−122.0746665
Census Tract 4403.06; Alameda County; California,"676,512",0,0.261,0,37.5849957,−122.0683439
Census Tract 4403.07; Alameda County; California,"1,404,956",0,0.542,0,37.5911451,−122.0486878
Census Tract 4403.08; Alameda County; California,"1,838,208",0,0.71,0,37.5893168,−122.0278170
Census Tract 4403.31; Alameda County; California,"1,761,655",0,0.68,0,37.5980622,−122.0829553
Census Tract 4403.32; Alameda County; California,"2,297,853",0,0.887,0,37.5828284,−122.0858891
Census Tract 4403.33; Alameda County; California,"2,505,503",0,0.967,0,37.6053298,−122.0738277
Census Tract 4403.34; Alameda County; California,"1,015,383",0,0.392,0,37.5938189,−122.0649125
Census Tract 4403.36; Alameda County; California,"1,194,635",0,0.461,0,37.58102,−122.0173599
Census Tract 4403.37; Alameda County; California,"1,134,111",0,0.438,0,37.5937696,−122.0108429
Census Tract 4403.38; Alameda County; California,"865,406",0,0.334,0,37.5882461,−122.0142011
Census Tract 4411; Alameda County; California,"15,528,473",0,5.996,0,37.5856169,−121.9620462
Census Tract 4412; Alameda County; California,"3,248,023","11,692",1.254,0.005,37.5780625,−121.9910071
Census Tract 4413.01; Alameda County; California,"3,239,687",0,1.251,0,37.5716231,−122.0024689
Census Tract 4413.02; Alameda County; California,"1,994,662",0,0.77,0,37.5693426,−122.0194346
Census Tract 4414.01; Alameda County; California,"1,856,512",0,0.717,0,37.5735085,−122.0375264
Census Tract 4414.02; Alameda County; California,"1,662,787",0,0.642,0,37.5823293,−122.0400088
Census Tract 4415.01; Alameda County; California,"2,858,378",0,1.104,0,37.5695603,−122.0740416
Census Tract 4415.03; Alameda County; California,"72,187,728","12,525,279",27.872,4.836,37.4899766,−121.9742068
Census Tract 4415.21; Alameda County; California,"1,623,727",0,0.627,0,37.5730234,−122.0528477
Census Tract 4415.22; Alameda County; California,"1,315,100",0,0.508,0,37.5846106,−122.0572653
Census Tract 4415.23; Alameda County; California,"467,064",0,0.18,0,37.5647764,−122.0464882
Census Tract 4415.24; Alameda County; California,"1,680,738",0,0.649,0,37.559478,−122.0506929
Census Tract 4415.25; Alameda County; California,"4,661,895",0,1.8,0,37.4990214,−121.9388552
Census Tract 4416.01; Alameda County; California,"1,296,670",0,0.501,0,37.5635065,−122.0305636
Census Tract 4416.02; Alameda County; California,"1,682,081",0,0.649,0,37.5569619,−122.0212342
Census Tract 4417.01; Alameda County; California,"1,101,467",0,0.425,0,37.5479521,−122.0150386
Census Tract 4417.02; Alameda County; California,"1,128,742",0,0.436,0,37.5583412,−122.0082979
Census Tract 4418; Alameda County; California,"2,037,722",0,0.787,0,37.5591958,−121.9915699
Census Tract 4419.21; Alameda County; California,"846,804",0,0.327,0,37.5424223,−121.9678076
Census Tract 4419.23; Alameda County; California,"1,509,388",0,0.583,0,37.5509616,−121.9850062
Census Tract 4419.24; Alameda County; California,"2,184,643",0,0.843,0,37.5647659,−121.9732496
Census Tract 4419.26; Alameda County; California,"410,207",0,0.158,0,37.540812,−121.9787200
Census Tract 4419.27; Alameda County; California,"650,133",0,0.251,0,37.5465021,−121.9765770
Census Tract 4419.28; Alameda County; California,"2,533,680","253,509",0.978,0.098,37.5499103,−121.9629333
Census Tract 4419.29; Alameda County; California,"482,755",0,0.186,0,37.5543457,−121.9723074
Census Tract 4420; Alameda County; California,"7,960,069",0,3.073,0,37.5590456,−121.9353151
Census Tract 4421; Alameda County; California,"1,858,816",0,0.718,0,37.5481429,−121.9499143
Census Tract 4422; Alameda County; California,"4,191,206",0,1.618,0,37.5345806,−121.9421080
Census Tract 4423.01; Alameda County; California,"1,412,758",0,0.545,0,37.527781,−121.9613408
Census Tract 4423.02; Alameda County; California,"963,153",0,0.372,0,37.5360343,−121.9604172
Census Tract 4424; Alameda County; California,"1,582,838",0,0.611,0,37.5313806,−121.9737794
Census Tract 4425.01; Alameda County; California,"983,968",0,0.38,0,37.5346224,−121.9839849
Census Tract 4425.02; Alameda County; California,"971,665",0,0.375,0,37.5396667,−121.9903682
Census Tract 4426.01; Alameda County; California,"1,181,582",0,0.456,0,37.544306,−121.9976615
