Geographic Area Name (NAME),"Area (Land, in square meters) (AREALAND)","Area (Water, in square meters) (AREAWATR)","Area (Land, in square miles) (AREALAND_SQMI)","Area (Water, in square miles) (AREAWATR_SQMI)",Latitude,Longitude
Census Tract 3032.11; Contra Costa County; California,"10,244,289",0,3.955,0,37.9091889,−121.6951185
Census Tract 3040.01; Contra Costa County; California,"28,917,476","100,203",11.165,0.039,37.8837325,−121.7493471
Census Tract 3040.02; Contra Costa County; California,"85,051,380","11,433,541",32.839,4.415,37.8583363,−121.6220116
Census Tract 3040.03; Contra Costa County; California,"7,430,079","1,720,632",2.869,0.664,37.9011591,−121.5807088
Census Tract 3040.04; Contra Costa County; California,"1,817,822","1,445,612",0.702,0.558,37.894462,−121.6099770
Census Tract 3040.06; Contra Costa County; California,"38,505,591","2,625,505",14.867,1.014,37.9521279,−121.5995247
Census Tract 3040.07; Contra Costa County; California,"7,617,335","125,667",2.941,0.049,37.9035472,−121.6319653
Census Tract 3050; Contra Costa County; California,"8,106,565","1,667,577",3.13,0.644,38.0158566,−121.8345617
Census Tract 3060.02; Contra Costa County; California,"7,511,883","1,806,211",2.9,0.697,38.007796,−121.7619259
Census Tract 3060.03; Contra Costa County; California,"1,792,594",0,0.692,0,38.0053331,−121.7994409
Census Tract 3060.04; Contra Costa County; California,"1,665,847","73,543",0.643,0.028,38.0085744,−121.7845356
Census Tract 3071.01; Contra Costa County; California,"2,142,560",0,0.827,0,37.9866563,−121.8155459
Census Tract 3071.02; Contra Costa County; California,"1,603,153",0,0.619,0,38.0004738,−121.8155705
Census Tract 3072.01; Contra Costa County; California,"1,559,547",0,0.602,0,38.0025255,−121.8485862
Census Tract 3072.02; Contra Costa County; California,"703,981",0,0.272,0,38.0037021,−121.8278013
Census Tract 3072.04; Contra Costa County; California,"1,499,997",0,0.579,0,37.9946847,−121.8308707
Census Tract 3072.05; Contra Costa County; California,"3,061,616",0,1.182,0,37.9860335,−121.8450270
Census Tract 3080.01; Contra Costa County; California,"3,728,768",0,1.44,0,37.991814,−121.7962474
Census Tract 3080.02; Contra Costa County; California,"3,937,717",0,1.52,0,37.9886857,−121.7667083
Census Tract 3090; Contra Costa County; California,"9,905,665","8,624,531",3.825,3.33,38.0392742,−121.8641513
Census Tract 3100; Contra Costa County; California,"1,979,515",0,0.764,0,38.0264788,−121.8917588
Census Tract 3110; Contra Costa County; California,"1,623,108",0,0.627,0,38.0214223,−121.8935623
Census Tract 3120; Contra Costa County; California,"1,427,713",0,0.551,0,38.0151349,−121.8694525
Census Tract 3131.02; Contra Costa County; California,"1,949,097","27,064",0.753,0.01,38.0054139,−121.8636983
Census Tract 3131.04; Contra Costa County; California,"1,405,381",0,0.543,0,38.005762,−121.8893306
Census Tract 3131.05; Contra Costa County; California,"2,178,666",0,0.841,0,38.0068733,−121.8786584
Census Tract 3131.06; Contra Costa County; California,"12,901,293",0,4.981,0,37.9797609,−121.8749222
Census Tract 3131.07; Contra Costa County; California,"1,106,545",0,0.427,0,37.9945465,−121.8812282
Census Tract 3132.03; Contra Costa County; California,"3,120,763",0,1.205,0,38.0140103,−121.9333515
Census Tract 3132.04; Contra Costa County; California,"16,995,725",0,6.562,0,37.9888812,−121.9237120
Census Tract 3132.05; Contra Costa County; California,"1,481,528",0,0.572,0,38.0162991,−121.9166488
Census Tract 3132.06; Contra Costa County; California,"1,730,248",0,0.668,0,38.0139154,−121.8993653
Census Tract 3141.02; Contra Costa County; California,"4,687,850","875,445",1.81,0.338,38.0314112,−121.9170116
Census Tract 3141.03; Contra Costa County; California,"5,684,892","1,579,240",2.195,0.61,38.0410617,−121.9444377
Census Tract 3141.05; Contra Costa County; California,"1,313,743",0,0.507,0,38.0234307,−121.9514739
Census Tract 3141.06; Contra Costa County; California,"1,011,860",0,0.391,0,38.0229463,−121.9350969
Census Tract 3142; Contra Costa County; California,"4,886,033","5,034,331",1.887,1.944,38.0470791,−121.9827259
Census Tract 3150; Contra Costa County; California,"40,332,564","8,873,230",15.572,3.426,38.0389987,−122.0299974
Census Tract 3160; Contra Costa County; California,"1,507,028","1,370,458",0.582,0.529,38.0234589,−122.1383209
Census Tract 3170; Contra Costa County; California,"1,621,417",0,0.626,0,38.0176878,−122.1262123
Census Tract 3180; Contra Costa County; California,"11,971,988","1,895,228",4.622,0.732,38.0170765,−122.1602988
Census Tract 3190.01; Contra Costa County; California,"1,460,376",0,0.564,0,37.9967508,−122.1264870
Census Tract 3190.02; Contra Costa County; California,"1,666,486",0,0.643,0,38.0068998,−122.1226147
Census Tract 3200.01; Contra Costa County; California,"14,772,041","1,563,508",5.704,0.604,38.0218058,−122.0963072
Census Tract 3200.03; Contra Costa County; California,"1,244,701",0,0.481,0,37.9987252,−122.1074271
Census Tract 3200.04; Contra Costa County; California,"5,911,930","20,167",2.283,0.008,37.9992449,−122.0795275
Census Tract 3211.01; Contra Costa County; California,"4,319,812",0,1.668,0,37.9885816,−122.1027369
Census Tract 3211.02; Contra Costa County; California,"5,326,109",0,2.056,0,37.9754057,−122.0929416
Census Tract 3211.03; Contra Costa County; California,"5,254,112",0,2.029,0,37.9701324,−122.1123948
Census Tract 3212; Contra Costa County; California,"2,295,589",0,0.886,0,37.9821461,−122.0714008
Census Tract 3220; Contra Costa County; California,"4,377,217","3,158",1.69,0.001,37.9623355,−122.0743000
Census Tract 3230; Contra Costa County; California,"1,916,508",0,0.74,0,37.9504334,−122.0726576
Census Tract 3240.02; Contra Costa County; California,"2,027,097",0,0.783,0,37.9515743,−122.0605372
Census Tract 3240.03; Contra Costa County; California,"399,450",0,0.154,0,37.929923,−122.0571612
Census Tract 3240.04; Contra Costa County; California,"1,223,400",0,0.472,0,37.9416678,−122.0553462
Census Tract 3250; Contra Costa County; California,"2,937,535",0,1.134,0,37.9354715,−122.0743431
Census Tract 3260; Contra Costa County; California,"2,382,765",0,0.92,0,37.9374179,−122.0884460
Census Tract 3270.01; Contra Costa County; California,"6,678,478",0,2.579,0,37.9817769,−122.0553680
Census Tract 3270.02; Contra Costa County; California,"1,679,176",0,0.648,0,37.9974209,−122.0447125
Census Tract 3280; Contra Costa County; California,"1,082,617",0,0.418,0,37.9756138,−122.0378047
Census Tract 3290; Contra Costa County; California,"2,745,645",0,1.06,0,37.9950373,−122.0338010
Census Tract 3300; Contra Costa County; California,"2,160,863",0,0.834,0,37.9884608,−122.0261931
Census Tract 3310; Contra Costa County; California,"2,816,746",0,1.088,0,37.9762076,−122.0121100
Census Tract 3320; Contra Costa County; California,"3,001,375",0,1.159,0,37.9815004,−121.9973254
Census Tract 3331.01; Contra Costa County; California,"1,912,516",0,0.738,0,37.9649027,−121.9701248
Census Tract 3331.02; Contra Costa County; California,"1,950,505",0,0.753,0,37.95982,−121.9580843
Census Tract 3332; Contra Costa County; California,"2,377,314",0,0.918,0,37.9689866,−121.9851343
Census Tract 3340.01; Contra Costa County; California,"1,303,940",0,0.503,0,37.9631644,−122.0017469
Census Tract 3340.06; Contra Costa County; California,"1,685,118",0,0.651,0,37.9517965,−121.9873999
Census Tract 3340.07; Contra Costa County; California,"1,458,617",0,0.563,0,37.9582537,−121.9860714
Census Tract 3340.08; Contra Costa County; California,"1,235,742",0,0.477,0,37.9516811,−121.9680486
Census Tract 3342; Contra Costa County; California,"6,788,232",0,2.621,0,37.8735349,−122.0541871
Census Tract 3350; Contra Costa County; California,"1,797,536",0,0.694,0,37.9691106,−122.0203707
Census Tract 3361.01; Contra Costa County; California,"676,674",0,0.261,0,37.9667898,−122.0346276
Census Tract 3361.03; Contra Costa County; California,"468,054",0,0.181,0,37.9644055,−122.0398545
Census Tract 3361.04; Contra Costa County; California,"195,668",0,0.076,0,37.9696018,−122.0398238
Census Tract 3362.01; Contra Costa County; California,"1,240,588",0,0.479,0,37.9604171,−122.0474661
Census Tract 3362.02; Contra Costa County; California,"687,628",0,0.265,0,37.9550367,−122.0446082
Census Tract 3371; Contra Costa County; California,"2,787,263",0,1.076,0,37.9572626,−122.0149100
Census Tract 3372.01; Contra Costa County; California,"1,472,298",0,0.568,0,37.9527725,−122.0311578
Census Tract 3372.02; Contra Costa County; California,"1,724,277",0,0.666,0,37.9504592,−122.0230424
Census Tract 3373; Contra Costa County; California,"4,373,704",0,1.689,0,37.9402165,−122.0080941
Census Tract 3381.01; Contra Costa County; California,"1,128,292",0,0.436,0,37.9489174,−122.0424911
Census Tract 3381.02; Contra Costa County; California,"1,562,768",0,0.603,0,37.9412497,−122.0417539
Census Tract 3382.01; Contra Costa County; California,"3,687,157",0,1.424,0,37.9314923,−122.0310450
Census Tract 3382.03; Contra Costa County; California,"1,577,045",0,0.609,0,37.9256927,−122.0541352
Census Tract 3382.04; Contra Costa County; California,"2,649,159","15,822",1.023,0.006,37.9190883,−122.0467663
Census Tract 3383.01; Contra Costa County; California,"1,964,961",0,0.759,0,37.9200316,−122.0196610
Census Tract 3383.02; Contra Costa County; California,"6,912,890",0,2.669,0,37.9065751,−122.0146435
Census Tract 3390.01; Contra Costa County; California,"1,131,291",0,0.437,0,37.8917794,−122.0584254
Census Tract 3390.03; Contra Costa County; California,"1,135,902",0,0.439,0,37.9015582,−122.0632774
Census Tract 3390.04; Contra Costa County; California,"1,057,980",0,0.408,0,37.911254,−122.0627985
Census Tract 3400.01; Contra Costa County; California,"2,713,062",0,1.048,0,37.9232319,−122.0689509
Census Tract 3400.03; Contra Costa County; California,"2,520,119",0,0.973,0,37.9182611,−122.0889917
Census Tract 3400.04; Contra Costa County; California,"4,126,878",0,1.593,0,37.9060698,−122.0816223
Census Tract 3410; Contra Costa County; California,"4,036,492",0,1.558,0,37.8863487,−122.0839533
Census Tract 3430.01; Contra Costa County; California,"2,611,930",0,1.008,0,37.8931142,−122.0459606
Census Tract 3430.02; Contra Costa County; California,"3,368,559","15,373",1.301,0.006,37.903484,−122.0398813
Census Tract 3430.03; Contra Costa County; California,"5,438,269",0,2.1,0,37.8871646,−122.0283977
Census Tract 3451.01; Contra Costa County; California,"2,160,433",0,0.834,0,37.7318894,−121.9385114
Census Tract 3451.02; Contra Costa County; California,"1,766,196",0,0.682,0,37.7449859,−121.9480394
Census Tract 3451.03; Contra Costa County; California,"3,249,661",0,1.255,0,37.7387221,−121.9283794
Census Tract 3451.05; Contra Costa County; California,"3,673,802",0,1.418,0,37.7968123,−121.9796040
Census Tract 3451.11; Contra Costa County; California,"2,313,872",0,0.893,0,37.7570588,−121.9526204
Census Tract 3451.12; Contra Costa County; California,"8,496,394",0,3.28,0,37.761519,−121.9272789
Census Tract 3451.13; Contra Costa County; California,"5,433,439",0,2.098,0,37.7955701,−121.9415913
Census Tract 3451.14; Contra Costa County; California,"5,681,638",0,2.194,0,37.7992956,−121.9650894
Census Tract 3451.15; Contra Costa County; California,"15,699,092",0,6.061,0,37.7423916,−121.9756333
Census Tract 3451.16; Contra Costa County; California,"1,274,878",0,0.492,0,37.7642579,−121.9742235
Census Tract 3451.17; Contra Costa County; California,"2,229,310","41,682",0.861,0.016,37.7762405,−121.9432378
Census Tract 3451.18; Contra Costa County; California,"4,967,064","46,707",1.918,0.018,37.7706784,−121.9577289
Census Tract 3452.03; Contra Costa County; California,"26,933,241",0,10.399,0,37.8053853,−122.0228527
Census Tract 3452.04; Contra Costa County; California,"14,656,887","5,258",5.659,0.002,37.8320573,−122.0429151
Census Tract 3452.05; Contra Costa County; California,"4,062,366",0,1.568,0,37.7858204,−121.9867395
Census Tract 3452.06; Contra Costa County; California,"2,873,085",0,1.109,0,37.765644,−121.9926624
Census Tract 3461.01; Contra Costa County; California,"9,007,744",0,3.478,0,37.8805837,−122.0082587
Census Tract 3461.02; Contra Costa County; California,"20,268,412",0,7.826,0,37.86371,−121.9837208
Census Tract 3462.03; Contra Costa County; California,"2,857,319",0,1.103,0,37.8199523,−121.9861799
Census Tract 3462.04; Contra Costa County; California,"13,031,487",0,5.031,0,37.8194973,−121.9505957
Census Tract 3462.05; Contra Costa County; California,"9,636,412",0,3.721,0,37.8471642,−121.9581382
Census Tract 3462.06; Contra Costa County; California,"6,555,824",0,2.531,0,37.8416451,−122.0018029
Census Tract 3470; Contra Costa County; California,"25,371,845",0,9.796,0,37.9337512,−122.1201580
Census Tract 3480; Contra Costa County; California,"10,912,146",0,4.213,0,37.9036791,−122.1326937
Census Tract 3490; Contra Costa County; California,"3,532,773",0,1.364,0,37.8895825,−122.1040793
Census Tract 3500; Contra Costa County; California,"8,578,840","431,202",3.312,0.166,37.879801,−122.1364828
Census Tract 3511.01; Contra Costa County; California,"2,419,322",0,0.934,0,37.8525912,−122.0650875
Census Tract 3511.03; Contra Costa County; California,"3,013,902",0,1.164,0,37.8644359,−122.0638053
Census Tract 3511.04; Contra Costa County; California,"1,405,602",0,0.543,0,37.871978,−122.0816412
Census Tract 3511.05; Contra Costa County; California,"814,312",0,0.314,0,37.8744086,−122.0776411
Census Tract 3512; Contra Costa County; California,"9,054,683",0,3.496,0,37.8682136,−122.1047907
Census Tract 3521.01; Contra Costa County; California,"11,805,811","22,901",4.558,0.009,37.8450705,−122.0953320
Census Tract 3521.02; Contra Costa County; California,"22,596,611","247,152",8.725,0.095,37.8172535,−122.1053920
Census Tract 3522.01; Contra Costa County; California,"6,926,359",0,2.674,0,37.8529718,−122.1392991
Census Tract 3522.02; Contra Costa County; California,"13,722,947",0,5.298,0,37.8296923,−122.1594391
Census Tract 3530.01; Contra Costa County; California,"13,697,858","1,967",5.289,0.001,37.8534269,−122.1804788
Census Tract 3530.02; Contra Costa County; California,"5,090,860",0,1.966,0,37.8795036,−122.1684185
Census Tract 3540.01; Contra Costa County; California,"13,709,373",0,5.293,0,37.8838858,−122.2166770
Census Tract 3540.02; Contra Costa County; California,"14,559,357","38,563",5.621,0.015,37.9015621,−122.1826098
Census Tract 3551.07; Contra Costa County; California,"82,054,530","498,136",31.681,0.192,37.9316743,−121.8566311
Census Tract 3551.09; Contra Costa County; California,"2,982,058",0,1.151,0,37.9762424,−121.7937278
Census Tract 3551.10; Contra Costa County; California,"1,791,528",0,0.692,0,37.967884,−121.7692731
Census Tract 3551.11; Contra Costa County; California,"2,431,710",0,0.939,0,37.9781266,−121.7752261
Census Tract 3551.12; Contra Costa County; California,"253,950,359","6,951,305",98.051,2.684,37.8328349,−121.7973460
Census Tract 3551.13; Contra Costa County; California,"5,326,315","6,550",2.057,0.003,37.8064262,−121.9024245
Census Tract 3551.15; Contra Costa County; California,"2,205,696",0,0.852,0,37.7626429,−121.9121996
Census Tract 3551.18; Contra Costa County; California,"2,873,028",0,1.109,0,37.961197,−121.8103813
Census Tract 3551.19; Contra Costa County; California,"17,449,461",0,6.737,0,37.9403403,−121.8011252
Census Tract 3551.20; Contra Costa County; California,"1,525,605",0,0.589,0,37.9642256,−121.7886864
Census Tract 3551.21; Contra Costa County; California,"4,857,897",0,1.876,0,37.78368,−121.9137603
Census Tract 3551.22; Contra Costa County; California,"3,007,717",0,1.161,0,37.7932113,−121.8990398
Census Tract 3551.23; Contra Costa County; California,"5,874,330",0,2.268,0,37.742358,−121.8968778
Census Tract 3551.24; Contra Costa County; California,"1,996,225",0,0.771,0,37.7568691,−121.8967250
Census Tract 3551.25; Contra Costa County; California,"1,128,362",0,0.436,0,37.7672133,−121.8990719
Census Tract 3551.26; Contra Costa County; California,"13,731,893",0,5.302,0,37.7738098,−121.8797382
Census Tract 3552.01; Contra Costa County; California,"4,655,178",785,1.797,0,38.0117032,−121.9521066
Census Tract 3552.02; Contra Costa County; California,"25,942,993",0,10.017,0,37.994766,−121.9800064
Census Tract 3553.02; Contra Costa County; California,"7,517,809",0,2.903,0,37.9212391,−121.9942166
Census Tract 3553.06; Contra Costa County; California,"67,327,449","5,020",25.995,0.002,37.8870576,−121.9236623
Census Tract 3553.07; Contra Costa County; California,"6,142,390",0,2.372,0,37.9566884,−121.9284830
Census Tract 3553.08; Contra Costa County; California,"3,671,747",0,1.418,0,37.9403941,−121.9294480
Census Tract 3553.09; Contra Costa County; California,"7,710,467",0,2.977,0,37.936015,−121.9719745
Census Tract 3553.10; Contra Costa County; California,"1,312,942",0,0.507,0,37.9455756,−121.9580586
Census Tract 3560.01; Contra Costa County; California,"15,768,464",0,6.088,0,38.0245131,−122.2274445
Census Tract 3560.02; Contra Costa County; California,"106,020,814","5,849,870",40.935,2.259,37.9540677,−122.1903602
Census Tract 3570; Contra Costa County; California,"11,165,472","2,437,800",4.311,0.941,38.0407401,−122.1962349
Census Tract 3580; Contra Costa County; California,"6,854,575","4,091,308",2.647,1.58,38.0481856,−122.2538488
Census Tract 3591.02; Contra Costa County; California,"2,059,638","736,214",0.795,0.284,38.0067648,−122.3074125
Census Tract 3591.03; Contra Costa County; California,"2,535,285","115,898",0.979,0.045,38.000836,−122.2941567
Census Tract 3591.04; Contra Costa County; California,"623,380",0,0.241,0,38.0095232,−122.2780117
Census Tract 3591.05; Contra Costa County; California,"1,788,234","882,620",0.69,0.341,38.0168819,−122.2866998
Census Tract 3592.02; Contra Costa County; California,"9,690,725",0,3.742,0,37.9831992,−122.2501115
Census Tract 3592.03; Contra Costa County; California,"3,706,994","6,908",1.431,0.003,38.0084765,−122.2564015
Census Tract 3592.04; Contra Costa County; California,"3,417,079",0,1.319,0,37.9995137,−122.2654330
Census Tract 3601.01; Contra Costa County; California,"3,924,515",0,1.515,0,37.9825777,−122.2872266
Census Tract 3601.02; Contra Costa County; California,"6,229,696",0,2.405,0,37.9683461,−122.2659021
Census Tract 3602; Contra Costa County; California,"2,254,311",0,0.87,0,37.9689431,−122.2944098
Census Tract 3610; Contra Costa County; California,"15,994,039",0,6.175,0,37.9434498,−122.2881682
Census Tract 3620; Contra Costa County; California,"1,313,232",0,0.507,0,37.9457158,−122.3152708
Census Tract 3630; Contra Costa County; California,"4,400,587",0,1.699,0,37.9788489,−122.3087165
Census Tract 3640.02; Contra Costa County; California,"2,113,413",0,0.816,0,37.9937248,−122.3179579
Census Tract 3650.02; Contra Costa County; California,"5,813,966","1,371,463",2.245,0.53,37.9594613,−122.3844207
Census Tract 3650.03; Contra Costa County; California,"2,532,659","25,820",0.978,0.01,37.9821375,−122.3264034
Census Tract 3660.01; Contra Costa County; California,"1,001,620",0,0.387,0,37.9761945,−122.3459994
Census Tract 3660.02; Contra Costa County; California,"1,036,483",0,0.4,0,37.9689923,−122.3509224
Census Tract 3671; Contra Costa County; California,"1,740,741","32,931",0.672,0.013,37.970609,−122.3305065
Census Tract 3672; Contra Costa County; California,"1,322,255",0,0.511,0,37.9660275,−122.3355517
Census Tract 3680.01; Contra Costa County; California,"768,595",0,0.297,0,37.9542751,−122.3524999
Census Tract 3680.02; Contra Costa County; California,"657,215",0,0.254,0,37.9610553,−122.3520991
Census Tract 3690.01; Contra Costa County; California,"1,617,204",0,0.624,0,37.9567823,−122.3365954
Census Tract 3690.02; Contra Costa County; California,"1,509,352",0,0.583,0,37.9587227,−122.3236640
Census Tract 3700; Contra Costa County; California,"995,800",0,0.384,0,37.9398973,−122.3223418
Census Tract 3710; Contra Costa County; California,"1,316,780",0,0.508,0,37.9403079,−122.3299515
Census Tract 3720; Contra Costa County; California,"1,558,791",0,0.602,0,37.9485229,−122.3399385
Census Tract 3730; Contra Costa County; California,"827,435",0,0.319,0,37.9476192,−122.3538132
Census Tract 3740; Contra Costa County; California,"992,096",0,0.383,0,37.9394176,−122.3414882
Census Tract 3750; Contra Costa County; California,"655,839",0,0.253,0,37.9402568,−122.3518215
Census Tract 3760; Contra Costa County; California,"1,200,143",0,0.463,0,37.9409897,−122.3623529
Census Tract 3770; Contra Costa County; California,"1,245,112",0,0.481,0,37.9337791,−122.3629918
Census Tract 3780; Contra Costa County; California,"16,929,796","10,761,640",6.537,4.155,37.9448548,−122.4048891
Census Tract 3790; Contra Costa County; California,"1,686,712",0,0.651,0,37.9283071,−122.3567296
Census Tract 3800.01; Contra Costa County; California,"3,564,187","7,261,949",1.376,2.804,37.908179,−122.3436635
Census Tract 3800.02; Contra Costa County; California,"2,660,295",0,1.027,0,37.9196248,−122.3507864
Census Tract 3810; Contra Costa County; California,"1,963,086",0,0.758,0,37.9301992,−122.3350677
Census Tract 3820; Contra Costa County; California,"1,978,219",0,0.764,0,37.9161083,−122.3229325
Census Tract 3830; Contra Costa County; California,"1,341,211",0,0.518,0,37.9088884,−122.3116766
Census Tract 3840; Contra Costa County; California,"1,617,970",0,0.625,0,37.9340884,−122.3122030
Census Tract 3851; Contra Costa County; California,"2,390,590",0,0.923,0,37.9242312,−122.2957499
Census Tract 3852; Contra Costa County; California,"638,550",0,0.247,0,37.9274762,−122.3087345
Census Tract 3860; Contra Costa County; California,"987,485",0,0.381,0,37.9226826,−122.3152165
Census Tract 3870; Contra Costa County; California,"801,385",0,0.309,0,37.9170443,−122.3059217
Census Tract 3880; Contra Costa County; California,"658,328",0,0.254,0,37.9089645,−122.3022233
Census Tract 3891; Contra Costa County; California,"686,208",0,0.265,0,37.9021831,−122.2980729
Census Tract 3892; Contra Costa County; California,"253,610",0,0.098,0,37.9010521,−122.3052141
Census Tract 3901; Contra Costa County; California,"1,009,445",0,0.39,0,37.9139339,−122.2934883
Census Tract 3902; Contra Costa County; California,"627,505",0,0.242,0,37.904474,−122.2911565
Census Tract 3910; Contra Costa County; California,"1,411,582",0,0.545,0,37.9070641,−122.2842554
Census Tract 3920; Contra Costa County; California,"1,028,096","23,043",0.397,0.009,37.9094178,−122.2748795
Census Tract 3922.01; Contra Costa County; California,"9,689,193","5,148,611",3.741,1.988,37.9917413,−122.3595538
Census Tract 3922.02; Contra Costa County; California,"1,677,841","974,792",0.648,0.376,38.0068674,−122.3205990
Census Tract 3923; Contra Costa County; California,"2,028,922","1,274,479",0.783,0.492,38.0263559,−122.2744234
Census Tract 9800; Contra Costa County; California,"219,916",0,0.085,0,37.9944965,−122.3542244
Census Tract 9900; Contra Costa County; California,0,"86,174,895",0,33.272,38.0258765,−122.3116710
Census Tract 1.01; Del Norte County; California,"2,652,933","4,497,442",1.024,1.736,41.7454833,−124.2034187
Census Tract 1.02; Del Norte County; California,"22,349,060","1,263,326",8.629,0.488,41.7597759,−124.1632913
Census Tract 1.04; Del Norte County; California,"2,031,005",0,0.784,0,41.7755142,−124.1930591
Census Tract 1.06; Del Norte County; California,"30,591,822","45,435,803",11.812,17.543,41.80563,−124.2183038
Census Tract 1.07; Del Norte County; California,"4,035,654","4,430,861",1.558,1.711,41.7563733,−124.2302490
Census Tract 2.01; Del Norte County; California,"91,998,710","20,320,654",35.521,7.846,41.8536708,−124.1663143
Census Tract 2.02; Del Norte County; California,"2,083,657,688","12,922,708",804.505,4.989,41.7468282,−123.8637597
Census Tract 2.03; Del Norte County; California,"368,732,963","35,058,418",142.369,13.536,41.5767503,−124.0277960
Census Tract 9900; Del Norte County; California,0,"454,881,619",0,175.631,41.7510436,−124.2493103
Census Tract 302.01; El Dorado County; California,"4,795,234","409,106",1.851,0.158,38.9337093,−119.9674857
Census Tract 302.02; El Dorado County; California,"4,632,107",0,1.788,0,38.9276388,−119.9486023
Census Tract 303.01; El Dorado County; California,"1,183,498",0,0.457,0,38.9236615,−119.9807492
Census Tract 303.02; El Dorado County; California,"3,227,507","367,755",1.246,0.142,38.9411188,−119.9928645
Census Tract 304.02; El Dorado County; California,"10,957,648",0,4.231,0,38.8972765,−120.0072676
Census Tract 304.03; El Dorado County; California,"2,656,054","898,883",1.026,0.347,38.9311924,−120.0077675
Census Tract 304.04; El Dorado County; California,"2,069,448","50,544",0.799,0.02,38.9228425,−120.0111283
Census Tract 305.02; El Dorado County; California,"17,253,190","36,532",6.661,0.014,38.8832961,−120.0306547
Census Tract 305.04; El Dorado County; California,"29,776,828",0,11.497,0,38.906926,−119.9479088
Census Tract 305.06; El Dorado County; California,"48,311,143","367,600",18.653,0.142,38.7738705,−120.0111576
Census Tract 305.07; El Dorado County; California,"100,570,647","83,402",38.831,0.032,38.848668,−119.9502341
Census Tract 306.01; El Dorado County; California,"164,681,141","12,430,598",63.584,4.799,38.8279567,−121.0265108
Census Tract 306.03; El Dorado County; California,"1,219,176,045","26,378,127",470.727,10.185,38.877146,−120.4303950
Census Tract 306.04; El Dorado County; California,"176,970,600","185,101",68.329,0.071,38.9508575,−120.7300282
Census Tract 306.05; El Dorado County; California,"40,925,587","34,880",15.801,0.013,38.8038513,−120.8327749
Census Tract 306.06; El Dorado County; California,"139,532,727","106,953",53.874,0.041,38.8666317,−120.9225285
Census Tract 307.01; El Dorado County; California,"13,428,718","5,805,674",5.185,2.242,38.737015,−121.0874235
Census Tract 307.06; El Dorado County; California,"7,670,302",0,2.962,0,38.6709416,−121.0856652
Census Tract 307.09; El Dorado County; California,"13,428,760","328,829",5.185,0.127,38.6961984,−121.0417409
Census Tract 307.10; El Dorado County; California,"7,881,014","15,273",3.043,0.006,38.686436,−121.0624715
Census Tract 307.11; El Dorado County; California,"23,008,337","16,853",8.884,0.007,38.6376446,−121.0300053
Census Tract 307.12; El Dorado County; California,"120,077,958",0,46.362,0,38.571951,−120.9940113
Census Tract 308.01; El Dorado County; California,"62,511,788","166,114",24.136,0.064,38.7326215,−121.0109264
Census Tract 308.04; El Dorado County; California,"68,787,586","129,306",26.559,0.05,38.6380828,−120.9369393
Census Tract 308.07; El Dorado County; California,"4,812,642",0,1.858,0,38.6626385,−121.0121661
Census Tract 308.08; El Dorado County; California,"5,802,114","61,992",2.24,0.024,38.67665,−121.0086199
Census Tract 308.09; El Dorado County; California,"2,205,969",0,0.852,0,38.6628227,−120.9841896
Census Tract 308.10; El Dorado County; California,"2,541,866","148,357",0.981,0.057,38.6910821,−120.9949797
Census Tract 308.11; El Dorado County; California,"1,513,246",0,0.584,0,38.6932351,−120.9876288
Census Tract 308.12; El Dorado County; California,"23,024,115","24,797",8.89,0.01,38.6823047,−120.9567607
Census Tract 309.01; El Dorado County; California,"64,933,951",0,25.071,0,38.7788655,−120.9351547
Census Tract 309.02; El Dorado County; California,"50,583,476","248,443",19.53,0.096,38.7187492,−120.8955326
Census Tract 310; El Dorado County; California,"26,949,795",0,10.405,0,38.7517824,−120.8454160
Census Tract 311; El Dorado County; California,"36,774,632","154,216",14.199,0.06,38.7557046,−120.7656707
Census Tract 312; El Dorado County; California,"20,868,323","5,379",8.057,0.002,38.7181989,−120.7826276
Census Tract 313.01; El Dorado County; California,"46,656,591","595,289",18.014,0.23,38.7490321,−120.6909165
Census Tract 313.02; El Dorado County; California,"33,161,341","83,617",12.804,0.032,38.7685433,−120.5987779
Census Tract 314.04; El Dorado County; California,"41,122,672","64,907",15.878,0.025,38.6909824,−120.7055174
Census Tract 314.05; El Dorado County; California,"28,275,410",0,10.917,0,38.7330245,−120.6258013
Census Tract 314.06; El Dorado County; California,"77,502,327","1,932,678",29.924,0.746,38.7153397,−120.5805435
Census Tract 314.07; El Dorado County; California,"64,277,870","3,470",24.818,0.001,38.5745143,−120.8047068
Census Tract 314.08; El Dorado County; California,"86,518,237","82,995",33.405,0.032,38.6138307,−120.6471407
Census Tract 314.09; El Dorado County; California,"638,135,711","70,192",246.386,0.027,38.6065775,−120.4928246
Census Tract 315.03; El Dorado County; California,"99,356,383","24,031",38.362,0.009,38.5933406,−120.8764864
Census Tract 315.04; El Dorado County; California,"59,179,158","102,128",22.849,0.039,38.6578205,−120.7933475
Census Tract 315.05; El Dorado County; California,"13,144,662","23,267",5.075,0.009,38.689074,−120.8533881
Census Tract 315.06; El Dorado County; California,"13,277,107","32,562",5.126,0.013,38.7012745,−120.7912088
Census Tract 316.01; El Dorado County; California,"1,657,545","321,613",0.64,0.124,38.9559173,−119.9500056
Census Tract 316.02; El Dorado County; California,"6,263,657",0,2.418,0,38.9411027,−119.9358827
Census Tract 317; El Dorado County; California,"4,379,997",0,1.691,0,38.6976087,−121.0951988
